0	17	34
61820	25	11
61830	24	10
61840	31	9
61850	19	11
61860	36	13
61870	16	13
61880	33	9
61890	26	15
61900	27	20
61910	8	20
61920	5	26
61930	9	25
61940	7	25
61950	4	34
61960	7	23
61970	3	15
61980	6	26
61990	4	27
62000	27	17
62010	31	8
62020	28	7
62030	35	13
62040	26	11
62050	30	17
62060	31	2
62070	29	7
62080	30	8
62090	30	16
62100	25	13
62110	25	13
62120	28	9
62130	28	9
62140	23	10
62150	24	8
62160	33	16
62170	32	7
62180	22	9
62190	24	5
62200	27	14
62210	26	15
62220	36	10
62230	35	7
62240	29	8
62250	30	14
62260	30	17
62270	25	10
62280	31	3
62290	27	13
62300	18	16
62310	34	9
62320	32	7
62330	31	17
62340	27	10
62350	21	7
62360	32	11
62370	34	11
62380	25	16
62390	32	14
62400	27	9
62410	24	14
62420	5	20
62430	8	36
62440	5	26
62450	6	21
62460	7	24
62470	9	30
62480	4	31
62490	7	24
62500	8	22
62510	6	25
62520	4	21
62530	6	27
62540	2	22
62550	11	22
62560	6	12
62570	7	28
62580	6	25
62590	8	23
62600	6	25
62610	7	31
62620	8	26
62630	8	26
62640	5	20
62650	7	31
62660	5	24
62670	8	24
62680	6	22
62690	4	24
62700	7	34
62710	6	25
62720	6	21
62730	5	34
62740	2	15
62750	7	32
62760	8	28
62770	6	24
62780	19	18
62790	31	13
62800	27	7
62810	17	20
62820	27	15
62830	31	15
62840	32	12
62850	24	13
62860	18	14
62870	23	12
62880	24	13
62890	37	9
62900	30	9
62910	27	12
62920	26	18
62930	32	8
62940	36	19
62950	21	16
62960	25	6
62970	38	5
62980	29	16
62990	24	13
63000	26	14
63010	26	9
63020	31	11
63030	24	14
63040	19	7
63050	28	9
63060	26	16
63070	25	15
63080	28	7
63090	32	11
63100	23	12
63110	36	11
63120	25	10
63130	32	13
63140	17	11
63150	27	16
63160	33	10
63170	25	10
63180	26	8
63190	25	6
63200	26	13
63210	32	7
63220	21	7
63230	26	11
63240	30	6
63250	24	12
63260	23	8
63270	29	16
63280	24	8
63290	25	8
63300	21	10
63310	18	7
63320	25	8
63330	34	15
63340	25	9
63350	20	11
63360	36	9
63370	27	16
63380	36	13
63390	22	10
63400	22	15
63410	30	15
63420	30	8
63430	28	8
63440	31	14
63450	31	11
63460	26	12
63470	24	9
63480	28	15
63490	36	9
63500	23	16
63510	27	11
63520	26	16
63530	33	15
63540	23	16
63550	31	9
63560	32	13
63570	26	12
63580	30	10
63590	39	10
63600	35	6
63610	24	11
63620	26	9
63630	29	11
63640	28	10
63650	18	7
63660	30	19
63670	25	9
63680	23	8
63690	29	8
63700	29	13
63710	30	11
63720	35	10
63730	19	13
63740	7	33
63750	8	30
63760	3	25
63770	9	31
63780	8	23
63790	7	29
63800	8	29
63810	6	29
63820	9	34
63830	7	33
63840	9	19
63850	6	22
63860	8	32
63870	9	29
63880	13	28
63890	5	29
63900	9	20
63910	10	28
63920	7	26
63930	5	27
63940	7	23
63950	10	17
63960	10	24
63970	7	30
63980	8	21
63990	10	31
64000	5	21
64010	2	23
64020	9	17
64030	6	26
64040	5	24
64050	2	30
64060	6	27
64070	6	30
64080	2	24
64090	15	20
64100	31	10
64110	22	14
64120	32	13
64130	30	8
64140	28	18
64150	30	12
64160	25	8
64170	28	8
64180	34	5
64190	33	11
64200	23	11
64210	27	10
64220	30	17
64230	25	12
64240	34	7
64250	23	10
64260	27	12
64270	36	8
64280	27	11
64290	24	6
64300	25	13
64310	31	9
64320	23	6
64330	28	10
64340	34	14
64350	32	19
64360	30	11
64370	27	10
64380	24	6
64390	31	13
64400	22	16
64410	30	10
64420	29	10
64430	30	9
64440	22	16
64450	28	11
64460	23	17
64470	31	9
64480	25	14
64490	32	9
64500	35	9
64510	22	5
64520	33	11
64530	27	15
64540	35	15
64550	22	10
64560	29	10
64570	31	10
64580	22	16
64590	24	11
64600	28	14
64610	33	7
64620	21	8
64630	22	16
64640	29	15
64650	39	12
64660	30	15
64670	35	8
64680	31	10
64690	26	15
64700	39	11
64710	17	16
64720	24	12
64730	33	10
64740	27	13
64750	27	13
64760	30	12
64770	28	12
64780	23	9
64790	34	18
64800	21	14
64810	20	6
64820	22	15
64830	31	11
64840	30	10
64850	30	12
64860	23	15
64870	35	15
64880	17	24
64890	15	21
64900	3	27
64910	9	29
64920	7	20
64930	31	11
64940	25	12
64950	25	10
64960	22	10
64970	17	11
64980	28	10
64990	38	13
65000	24	9
65010	28	9
65020	31	17
65030	22	14
65040	32	9
65050	21	12
65060	31	8
65070	15	31
65080	13	28
65090	5	29
65100	7	27
65110	7	30
65120	11	32
65130	11	20
65140	7	31
65150	5	23
65160	6	35
65170	8	21
65180	12	25
65190	17	15
65200	18	7
65210	24	14
65220	28	15
65230	31	17
65240	26	18
65250	23	8
65260	31	12
65270	36	9
65280	35	17
65290	34	10
65300	38	9
65310	35	7
65320	37	7
65330	17	11
65340	28	18
65350	23	6
65360	28	8
65370	37	6
65380	33	11
65390	24	15
65400	30	13
65410	34	11
65420	29	9
65430	21	9
65440	24	10
65450	36	9
65460	21	14
65470	36	8
65480	28	14
65490	21	10
65500	36	7
65510	29	10
65520	21	14
65530	29	14
65540	25	10
65550	28	9
65560	32	20
65570	35	9
65580	21	15
65590	33	10
65600	31	9
65610	30	15
65620	25	10
65630	28	9
65640	34	8
65650	23	10
65660	21	8
65670	27	11
65680	23	9
65690	30	7
65700	30	12
65710	28	10
65720	24	4
65730	32	13
65740	24	12
65750	24	15
65760	36	11
65770	31	7
65780	29	12
65790	37	14
65800	26	12
65810	25	8
65820	24	15
65830	23	11
65840	34	16
65850	25	9
65860	27	8
65870	30	8
65880	30	15
65890	26	9
65900	25	11
65910	33	8
65920	24	11
65930	28	15
65940	24	14
65950	31	7
65960	26	11
65970	26	10
65980	25	6
65990	23	9
66000	19	11
66010	27	15
66020	34	13
66030	23	11
66040	35	17
66050	26	14
66060	27	13
66070	24	12
66080	39	12
66090	26	13
66100	31	9
66110	27	13
66120	30	8
66130	26	8
66140	25	8
66150	34	16
66160	23	7
66170	32	11
66180	36	9
66190	24	6
66200	23	17
66210	28	13
66220	25	11
66230	36	13
66240	28	18
66250	32	12
66260	25	7
66270	33	6
66280	29	12
66290	27	13
66300	25	8
66310	32	9
66320	23	15
66330	33	9
66340	27	13
66350	35	8
66360	33	9
66370	23	11
66380	25	12
66390	37	6
66400	32	10
66410	36	13
66420	26	10
66430	21	10
66440	25	12
66450	29	13
66460	21	13
66470	27	10
66480	34	11
66490	22	7
66500	37	7
66510	20	19
66520	34	11
66530	24	6
66540	18	11
66550	26	13
66560	17	19
66570	28	12
66580	23	11
66590	19	10
66600	29	11
66610	22	15
66620	21	6
66630	24	12
66640	30	6
66650	21	13
66660	23	8
66670	20	8
66680	27	11
66690	24	15
66700	16	9
66710	26	8
66720	20	8
66730	32	14
66740	26	10
66750	32	19
66760	27	6
66770	22	12
66780	26	9
66790	33	13
66800	24	11
66810	29	10
66820	32	6
66830	35	7
66840	31	15
66850	33	11
66860	29	10
66870	29	14
66880	25	6
66890	24	16
66900	19	14
66910	30	9
66920	30	12
66930	23	11
66940	28	13
66950	39	7
66960	27	9
66970	32	9
66980	27	9
66990	30	13
67000	30	14
67010	27	14
67020	29	9
67030	27	15
67040	18	13
67050	25	9
67060	34	10
67070	26	9
67080	32	8
67090	35	14
67100	36	5
67110	31	9
67120	29	17
67130	26	10
67140	23	17
67150	27	14
67160	31	10
67170	30	4
67180	22	18
67190	30	5
67200	34	7
67210	23	14
67220	22	7
67230	27	10
67240	33	15
67250	4	22
67260	9	18
67270	3	29
67280	11	22
67290	4	21
67300	9	26
67310	6	26
67320	27	13
67330	20	10
67340	39	6
67350	40	7
67360	23	17
67370	25	6
67380	31	18
67390	24	16
67400	33	11
67410	27	7
67420	34	11
67430	20	6
67440	28	10
67450	24	6
67460	27	14
67470	19	15
67480	25	8
67490	21	10
67500	38	14
67510	26	13
67520	22	13
67530	19	11
67540	33	12
67550	21	14
67560	27	10
67570	27	8
67580	30	13
67590	29	16
67600	31	8
67610	21	13
67620	25	11
67630	24	10
67640	24	12
67650	20	6
67660	36	9
67670	21	8
67680	29	8
67690	23	9
67700	31	13
67710	37	14
67720	22	12
67730	25	11
67740	29	12
67750	20	14
67760	29	9
67770	19	9
67780	23	10
67790	29	13
67800	27	14
67810	26	11
67820	26	5
67830	30	15
67840	20	8
67850	27	13
67860	35	11
67870	28	13
67880	23	12
67890	43	11
67900	24	8
67910	35	12
67920	25	10
67930	26	18
67940	31	5
67950	35	12
67960	23	6
67970	31	11
67980	29	11
67990	31	14
68000	24	10
68010	37	8
68020	26	15
68030	26	15
68040	32	11
68050	25	10
68060	21	9
68070	24	11
68080	19	10
68090	32	14
68100	31	6
68110	29	14
68120	27	8
68130	20	9
68140	22	7
68150	20	10
68160	33	5
68170	24	11
68180	27	12
68190	25	7
68200	23	12
68210	26	7
68220	33	13
68230	36	13
68240	30	10
68250	33	15
68260	21	10
68270	17	9
68280	31	14
68290	34	14
68300	10	20
68310	5	20
68320	8	22
68330	6	28
68340	6	28
68350	3	23
68360	11	24
68370	6	27
68380	11	21
68390	4	24
68400	6	19
68410	14	21
68420	11	28
68430	8	31
68440	4	23
68450	6	26
68460	4	29
68470	6	32
68480	9	24
68490	4	26
68500	5	22
68510	6	23
68520	6	31
68530	6	23
68540	10	26
68550	6	31
68560	11	21
68570	7	16
68580	5	27
68590	12	28
68600	9	16
68610	6	22
68620	2	23
68630	6	29
68640	6	26
68650	7	24
68660	4	21
68670	7	21
68680	8	17
68690	6	19
68700	22	11
68710	27	14
68720	29	11
68730	32	11
68740	30	10
68750	29	7
68760	18	8
68770	33	13
68780	22	13
68790	17	12
68800	34	11
68810	36	14
68820	28	16
68830	29	17
68840	28	11
68850	28	12
68860	28	13
68870	24	6
68880	28	13
68890	31	17
68900	22	9
68910	26	13
68920	27	8
68930	21	9
68940	22	10
68950	32	8
68960	28	10
68970	24	9
68980	30	9
68990	30	10
69000	30	18
69010	40	11
69020	31	11
69030	26	9
69040	30	9
69050	22	8
69060	20	18
69070	27	11
69080	26	8
69090	25	5
69100	18	9
69110	21	10
69120	31	9
69130	21	14
69140	14	15
69150	7	37
69160	4	17
69170	7	23
69180	9	21
69190	13	25
69200	8	31
69210	6	30
69220	8	21
69230	6	24
69240	12	29
69250	5	27
69260	6	23
69270	12	32
69280	6	22
69290	10	34
69300	9	17
69310	3	23
69320	10	22
69330	12	30
69340	4	24
69350	5	24
69360	3	41
69370	4	17
69380	10	26
69390	8	23
69400	7	27
69410	10	24
69420	8	29
69430	6	25
69440	10	26
69450	5	31
69460	4	19
69470	4	27
69480	4	24
69490	5	25
69500	10	30
69510	5	29
69520	8	26
69530	8	31
69540	8	20
69550	4	26
69560	5	23
69570	1	28
69580	7	26
69590	8	32
69600	8	27
69610	3	19
69620	8	22
69630	4	23
69640	8	32
69650	8	35
69660	6	24
69670	5	19
69680	8	28
69690	6	23
69700	7	20
69710	9	24
69720	15	29
69730	31	7
69740	14	7
69750	18	6
69760	23	8
69770	22	15
69780	28	12
69790	33	16
69800	27	13
69810	22	4
69820	32	8
69830	34	11
69840	23	13
69850	34	10
69860	26	15
69870	23	11
69880	20	6
69890	29	11
69900	42	8
69910	24	9
69920	32	11
69930	31	12
69940	22	18
69950	23	9
69960	27	18
69970	29	12
69980	23	6
69990	34	9
70000	34	5
70010	24	13
70020	28	16
70030	25	10
70040	26	5
70050	25	3
70060	21	13
70070	35	14
70080	19	10
70090	25	12
70100	24	13
70110	29	12
70120	32	12
70130	24	9
70140	21	10
70150	28	11
70160	30	16
70170	23	12
70180	19	11
70190	31	12
70200	24	7
70210	31	9
70220	30	15
70230	31	14
70240	29	5
70250	36	11
70260	29	7
70270	29	9
70280	28	12
70290	27	7
70300	27	16
70310	28	10
70320	26	10
70330	29	13
70340	32	10
70350	19	16
70360	30	7
70370	25	16
70380	17	11
70390	27	8
70400	20	11
70410	18	11
70420	25	10
70430	29	14
70440	33	10
70450	26	12
70460	25	15
70470	21	14
70480	22	11
70490	26	13
70500	32	12
70510	25	13
70520	26	9
70530	26	10
70540	29	12
70550	24	9
70560	23	16
70570	27	12
70580	24	9
70590	21	8
70600	24	9
70610	21	11
70620	26	7
70630	31	11
70640	32	15
70650	34	16
70660	27	10
70670	26	18
70680	19	6
70690	23	9
70700	30	9
70710	30	7
70720	30	13
70730	36	11
70740	26	9
70750	28	21
70760	29	9
70770	21	11
70780	23	6
70790	26	12
70800	31	15
70810	27	16
70820	26	13
70830	33	10
70840	26	8
70850	24	13
70860	24	14
70870	26	9
70880	31	10
70890	25	11
70900	30	15
70910	27	11
70920	26	12
70930	29	16
70940	25	9
70950	33	14
70960	21	10
70970	28	10
70980	24	13
70990	27	11
71000	18	11
71010	31	11
71020	23	12
71030	24	8
71040	37	13
71050	18	12
71060	27	7
71070	31	10
71080	36	11
71090	32	14
71100	24	14
71110	23	10
71120	26	8
71130	30	9
71140	27	8
71150	26	8
71160	41	16
71170	24	13
71180	23	17
71190	18	14
71200	31	10
71210	27	12
71220	27	10
71230	21	17
71240	18	9
71250	32	9
71260	21	11
71270	24	9
71280	37	7
71290	31	12
71300	34	6
71310	32	5
71320	21	14
71330	31	11
71340	34	11
71350	32	14
71360	38	9
71370	28	8
71380	22	15
71390	30	5
71400	24	8
71410	25	13
71420	30	7
71430	25	7
71440	23	11
71450	25	4
71460	17	13
71470	19	14
71480	33	9
71490	26	9
71500	10	18
71510	5	21
71520	6	21
71530	7	26
71540	19	11
71550	32	11
71560	30	16
71570	30	8
71580	25	7
71590	29	8
71600	25	13
71610	28	12
71620	29	12
71630	32	13
71640	25	5
71650	29	3
71660	28	9
71670	28	10
71680	30	9
71690	29	10
71700	32	10
71710	23	9
71720	24	12
71730	27	7
71740	25	10
71750	21	13
71760	20	13
71770	28	8
71780	22	12
71790	26	10
71800	33	5
71810	27	12
71820	32	12
71830	34	14
71840	22	14
71850	31	9
71860	20	12
71870	23	5
71880	24	10
71890	22	5
71900	24	11
71910	29	13
71920	33	11
71930	23	6
71940	24	7
71950	22	5
71960	22	16
71970	22	14
71980	38	11
71990	24	12
72000	32	11
72010	27	13
72020	27	11
72030	36	5
72040	28	13
72050	23	18
72060	25	15
72070	29	15
72080	23	11
72090	35	18
72100	30	10
72110	22	5
72120	25	13
72130	27	13
72140	29	11
72150	34	6
72160	20	9
72170	19	8
72180	20	8
72190	39	16
72200	34	10
72210	30	4
72220	32	2
72230	23	13
72240	37	9
72250	24	7
72260	21	8
72270	36	12
72280	28	14
72290	29	7
72300	22	18
72310	25	13
72320	35	5
72330	24	16
72340	30	12
72350	31	14
72360	32	10
72370	29	11
72380	26	3
72390	21	8
72400	19	7
72410	27	11
72420	32	11
72430	30	16
72440	23	13
72450	30	10
72460	33	12
72470	25	17
72480	29	10
72490	21	12
72500	38	9
72510	26	12
72520	24	6
72530	26	11
72540	25	15
72550	21	11
72560	25	10
72570	22	10
72580	26	8
72590	23	13
72600	35	17
72610	28	15
72620	19	6
72630	25	6
72640	20	10
72650	34	13
72660	29	4
72670	27	13
72680	24	10
72690	30	8
72700	22	16
72710	26	10
72720	25	13
72730	23	14
72740	29	8
72750	23	13
72760	28	4
72770	22	14
72780	24	15
72790	33	17
72800	26	10
72810	21	18
72820	29	11
72830	24	8
72840	26	15
72850	19	14
72860	29	13
72870	27	16
72880	32	8
72890	26	7
72900	42	7
72910	28	11
72920	23	13
72930	33	17
72940	29	8
72950	27	8
72960	33	11
72970	37	11
72980	37	9
72990	23	7
73000	32	9
73010	24	13
73020	21	12
73030	23	8
73040	27	10
73050	33	9
73060	24	16
73070	8	17
73080	5	32
73090	1	25
73100	7	17
73110	4	25
73120	6	27
73130	5	43
73140	4	22
73150	6	16
73160	8	27
73170	5	30
73180	3	27
73190	4	14
73200	5	27
73210	6	27
73220	7	24
73230	2	30
73240	8	25
73250	8	26
73260	9	18
73270	7	19
73280	8	16
73290	16	23
73300	23	15
73310	29	13
73320	38	6
73330	28	5
73340	21	10
73350	34	11
73360	33	9
73370	34	8
73380	33	13
73390	24	7
73400	32	15
73410	9	43
73420	5	28
73430	5	22
73440	2	31
73450	5	36
73460	10	20
73470	10	19
73480	5	29
73490	10	16
73500	41	11
73510	39	11
73520	31	8
73530	17	14
73540	25	12
73550	37	8
73560	20	10
73570	18	17
73580	30	7
73590	28	12
73600	27	13
73610	33	5
73620	27	14
73630	25	9
73640	36	10
73650	18	13
73660	23	12
73670	25	6
73680	24	10
73690	27	19
73700	27	10
73710	30	9
73720	15	18
73730	32	8
73740	27	12
73750	22	9
73760	28	14
73770	28	4
73780	29	10
73790	30	12
73800	19	10
73810	19	14
73820	18	10
73830	27	9
73840	32	8
73850	22	16
73860	26	10
73870	18	12
73880	30	14
73890	30	12
73900	22	11
73910	29	6
73920	39	15
73930	36	17
73940	33	7
73950	27	8
73960	27	11
73970	34	8
73980	20	13
73990	41	16
74000	20	14
74010	30	7
74020	26	20
74030	24	8
74040	21	12
74050	23	12
74060	20	16
74070	23	15
74080	24	7
74090	33	13
74100	27	11
74110	30	18
74120	37	9
74130	31	8
74140	27	13
74150	20	11
74160	32	12
74170	36	11
74180	29	14
74190	24	11
74200	23	17
74210	28	7
74220	18	7
74230	28	14
74240	36	16
74250	22	11
74260	22	7
74270	40	12
74280	25	9
74290	23	6
74300	25	7
74310	29	11
74320	22	6
74330	17	13
74340	31	11
74350	37	12
74360	14	15
74370	27	3
74380	26	7
74390	31	13
74400	18	11
74410	25	15
74420	29	10
74430	26	15
74440	35	6
74450	30	10
74460	35	8
74470	27	8
74480	28	18
74490	25	15
74500	21	6
74510	25	12
74520	23	10
74530	29	14
74540	25	14
74550	27	10
74560	36	10
74570	32	9
74580	28	7
74590	25	11
74600	32	11
74610	27	13
74620	35	16
74630	28	12
74640	30	5
74650	40	9
74660	25	15
74670	31	12
74680	34	14
74690	17	15
74700	17	11
74710	39	16
74720	39	4
74730	22	10
74740	27	10
74750	33	9
74760	21	3
74770	27	11
74780	20	7
74790	29	12
74800	29	11
74810	21	11
74820	31	11
74830	40	10
74840	31	9
74850	32	6
74860	26	13
74870	25	18
74880	20	10
74890	28	11
74900	34	3
74910	29	9
74920	33	13
74930	23	13
74940	26	14
74950	31	15
74960	21	18
74970	26	13
74980	35	13
74990	31	10
75000	28	13
75010	25	15
75020	31	13
75030	25	8
75040	35	7
75050	24	11
75060	34	9
75070	28	12
75080	25	6
75090	23	7
75100	30	14
75110	22	8
75120	26	18
75130	21	7
75140	38	17
75150	33	9
75160	20	7
75170	27	14
75180	29	7
75190	29	13
75200	35	13
75210	21	12
75220	33	14
75230	11	19
75240	7	27
75250	2	26
75260	9	29
75270	20	10
75280	35	9
75290	20	14
75300	31	12
75310	35	12
75320	27	15
75330	31	8
75340	26	8
75350	30	12
75360	30	8
75370	18	16
75380	36	14
75390	31	16
75400	30	10
75410	27	14
75420	29	9
75430	30	11
75440	34	12
75450	34	10
75460	32	8
75470	33	14
75480	32	7
75490	27	13
75500	27	8
75510	27	10
75520	39	11
75530	31	11
75540	16	17
75550	6	20
75560	4	21
75570	8	19
75580	6	25
75590	6	29
75600	6	24
75610	7	31
75620	4	24
75630	7	22
75640	4	25
75650	4	29
75660	7	26
75670	3	24
75680	20	16
75690	17	14
75700	32	8
75710	28	9
75720	25	13
75730	35	19
75740	31	11
75750	20	8
75760	31	6
75770	29	10
75780	28	8
75790	28	10
75800	31	9
75810	22	11
75820	36	10
75830	33	13
75840	21	14
75850	35	6
75860	15	15
75870	32	13
75880	22	6
75890	28	9
75900	33	14
75910	27	10
75920	40	17
75930	32	12
75940	27	7
75950	25	10
75960	12	8
75970	36	14
75980	20	20
75990	24	14
76000	28	11
76010	29	16
76020	24	12
76030	29	8
76040	27	14
76050	26	7
76060	22	15
76070	29	11
76080	32	10
76090	44	8
76100	25	11
76110	30	5
76120	27	11
76130	25	10
76140	23	12
76150	28	15
76160	33	16
76170	36	9
76180	22	13
76190	33	17
76200	28	5
76210	27	13
76220	28	18
76230	32	10
76240	31	14
76250	22	11
76260	22	8
76270	26	12
76280	39	7
76290	26	8
76300	39	12
76310	9	20
76320	5	31
76330	3	25
76340	5	23
76350	11	28
76360	6	32
76370	7	34
76380	11	30
76390	6	27
76400	6	31
76410	11	27
76420	5	22
76430	7	27
76440	3	27
76450	5	29
76460	6	22
76470	1	23
76480	8	22
76490	9	25
76500	5	22
76510	6	30
76520	12	26
76530	22	13
76540	37	7
76550	21	8
76560	37	13
76570	21	7
76580	43	12
76590	22	10
76600	24	15
76610	24	8
76620	22	20
76630	19	6
76640	25	10
76650	32	11
76660	24	13
76670	25	11
76680	22	5
76690	23	14
76700	25	7
76710	23	10
76720	28	7
76730	27	14
76740	24	9
76750	25	18
76760	34	13
76770	23	16
76780	26	15
76790	27	9
76800	34	21
76810	38	9
76820	26	7
76830	31	6
76840	23	12
76850	30	10
76860	28	14
76870	30	12
76880	28	7
76890	29	9
76900	35	8
76910	27	15
76920	27	11
76930	31	9
76940	25	12
76950	19	8
76960	9	25
76970	3	31
76980	5	23
76990	8	34
77000	3	23
77010	13	17
77020	28	12
77030	35	12
77040	21	15
77050	26	9
77060	24	10
77070	30	6
77080	29	15
77090	30	12
77100	31	12
77110	26	15
77120	25	11
77130	21	8
77140	27	13
77150	31	13
77160	33	9
77170	37	12
77180	22	15
77190	23	9
77200	34	6
77210	41	10
77220	34	18
77230	26	15
77240	23	9
77250	26	9
77260	32	11
77270	30	10
77280	27	13
77290	33	16
77300	35	9
77310	45	11
77320	34	12
77330	41	11
77340	30	13
77350	17	11
77360	30	10
77370	22	7
77380	30	12
77390	18	15
77400	33	12
77410	27	10
77420	32	17
77430	35	10
77440	26	6
77450	29	6
77460	18	12
77470	26	9
77480	29	10
77490	25	12
77500	17	6
77510	25	11
77520	17	13
77530	27	13
77540	14	6
77550	27	15
77560	20	10
77570	23	11
77580	27	9
77590	31	7
77600	37	7
77610	26	7
77620	21	14
77630	13	12
77640	21	6
77650	27	14
77660	29	8
77670	33	12
77680	34	6
77690	24	14
77700	37	11
77710	28	6
77720	30	9
77730	26	12
77740	32	20
77750	30	14
77760	34	13
77770	28	10
77780	32	11
77790	29	13
77800	36	10
77810	19	17
77820	31	12
77830	30	13
77840	28	12
77850	21	7
77860	30	12
77870	33	11
77880	24	7
77890	25	15
77900	20	9
77910	27	14
77920	23	7
77930	27	10
77940	33	9
77950	36	8
77960	20	6
77970	35	10
77980	32	13
77990	34	15
78000	36	8
78010	25	19
78020	21	10
78030	30	10
78040	18	13
78050	29	9
78060	36	20
78070	24	14
78080	41	7
78090	23	8
78100	34	14
78110	35	11
78120	16	7
78130	21	6
78140	27	16
78150	26	14
78160	29	12
78170	34	20
78180	34	16
78190	30	11
78200	29	6
78210	27	12
78220	27	10
78230	30	7
78240	38	8
78250	35	10
78260	29	9
78270	24	17
78280	28	8
78290	33	12
78300	22	9
78310	33	11
78320	36	13
78330	23	18
78340	41	10
78350	29	14
78360	19	8
78370	27	16
78380	29	9
78390	31	8
78400	27	11
78410	19	8
78420	29	9
78430	17	16
78440	36	11
78450	29	12
78460	35	12
78470	27	17
78480	26	15
78490	26	14
78500	32	14
78510	33	8
78520	33	15
78530	31	12
78540	31	11
78550	38	6
78560	29	8
78570	28	8
78580	36	15
78590	31	7
78600	27	6
78610	19	11
78620	26	16
78630	26	8
78640	29	13
78650	25	13
78660	25	6
78670	31	13
78680	21	8
78690	25	10
78700	25	6
78710	16	14
78720	19	10
78730	24	11
78740	31	10
78750	32	8
78760	24	7
78770	22	8
78780	22	9
78790	18	12
78800	23	18
78810	21	15
78820	28	13
78830	22	14
78840	25	14
78850	24	11
78860	15	7
78870	24	12
78880	28	13
78890	21	11
78900	31	7
78910	28	9
78920	34	16
78930	21	11
78940	29	7
78950	19	14
78960	34	8
78970	25	11
78980	24	13
78990	25	10
79000	36	12
79010	40	9
79020	30	9
79030	21	9
79040	26	13
79050	29	13
79060	24	10
79070	25	12
79080	35	13
79090	22	12
79100	27	7
79110	26	10
79120	29	7
79130	34	8
79140	27	12
79150	34	9
79160	27	8
79170	29	7
79180	27	9
79190	23	8
79200	35	10
79210	21	13
79220	25	13
79230	29	4
79240	38	7
79250	18	12
79260	38	16
79270	27	12
79280	25	12
79290	26	8
79300	27	10
79310	34	9
79320	23	11
79330	30	8
79340	25	7
79350	23	12
79360	29	13
79370	29	9
79380	24	10
79390	26	8
79400	23	14
79410	40	17
79420	32	8
79430	28	3
79440	28	10
79450	32	11
79460	27	12
79470	31	8
79480	44	9
79490	28	13
79500	32	15
79510	36	17
79520	23	11
79530	26	13
79540	33	12
79550	28	13
79560	31	9
79570	23	14
79580	30	12
79590	28	11
79600	30	11
79610	29	12
79620	26	9
79630	31	5
79640	31	8
79650	31	13
79660	8	27
79670	10	31
79680	7	26
79690	3	34
79700	7	16
79710	6	32
79720	7	26
79730	4	29
79740	6	31
79750	8	20
79760	9	25
79770	7	27
79780	4	17
79790	12	21
79800	5	21
79810	9	29
79820	6	27
79830	9	27
79840	4	24
79850	3	24
79860	5	26
79870	8	24
79880	4	22
79890	6	23
79900	5	20
79910	10	22
79920	5	23
79930	10	16
79940	5	31
79950	8	24
79960	2	17
79970	5	25
79980	14	26
79990	8	21
80000	4	20
80010	3	24
80020	9	21
80030	6	20
80040	6	23
80050	6	36
80060	7	17
80070	4	28
80080	5	29
80090	4	35
80100	12	23
80110	5	22
80120	8	30
80130	8	28
80140	6	34
80150	3	27
80160	7	22
80170	7	22
80180	5	22
80190	7	25
80200	3	21
80210	4	20
80220	8	24
80230	2	25
80240	14	23
80250	12	24
80260	8	25
80270	9	29
80280	9	18
80290	11	22
80300	5	37
80310	6	27
80320	6	25
80330	7	33
80340	6	29
80350	6	28
80360	4	19
80370	11	29
80380	26	10
80390	25	7
80400	31	8
80410	16	12
80420	24	10
80430	32	16
80440	29	10
80450	30	14
80460	21	8
80470	18	7
80480	29	11
80490	29	16
80500	25	16
80510	38	11
80520	21	14
80530	24	14
80540	35	14
80550	29	6
80560	26	14
80570	32	14
80580	26	11
80590	28	17
80600	30	11
80610	30	16
80620	33	7
80630	22	15
80640	33	2
80650	26	11
80660	37	7
80670	26	7
80680	11	15
80690	5	25
80700	4	25
80710	9	20
80720	6	24
80730	6	29
80740	5	26
80750	12	24
80760	3	24
80770	17	12
80780	34	13
80790	31	10
80800	33	12
80810	24	11
80820	31	10
80830	28	8
80840	39	17
80850	25	9
80860	31	6
80870	26	8
80880	25	13
80890	27	13
80900	30	10
80910	21	7
80920	23	13
80930	23	7
80940	21	11
80950	18	12
80960	23	13
80970	27	11
80980	31	8
80990	33	14
81000	32	11
81010	33	8
81020	19	7
81030	30	11
81040	27	14
81050	38	11
81060	26	14
81070	37	10
81080	30	17
81090	25	10
81100	31	9
81110	33	15
81120	27	13
81130	28	10
81140	26	7
81150	27	7
81160	31	9
81170	27	7
81180	26	7
81190	28	13
81200	28	7
81210	27	12
81220	38	8
81230	32	10
81240	31	16
81250	29	7
81260	22	11
81270	29	7
81280	31	9
81290	42	16
81300	29	12
81310	23	14
81320	28	12
81330	34	21
81340	24	13
81350	27	10
81360	28	8
81370	31	10
81380	37	8
81390	29	11
81400	19	9
81410	32	11
81420	40	16
81430	34	6
81440	28	9
81450	22	10
81460	26	12
81470	33	7
81480	24	6
81490	26	15
81500	26	19
81510	18	5
81520	33	13
81530	32	6
81540	25	7
81550	20	11
81560	34	15
81570	36	9
81580	27	13
81590	27	14
81600	24	12
81610	32	9
81620	21	22
81630	28	6
81640	22	12
81650	32	6
81660	25	20
81670	29	9
81680	25	15
81690	20	10
81700	23	9
81710	25	11
81720	27	8
81730	34	14
81740	37	10
81750	27	15
81760	22	13
81770	25	8
81780	29	13
81790	31	10
81800	30	14
